serial,nchild,relate,age,child_age_1,child_age_2,child_age_3,child_age_4,child_age_5,child_age_6,child_age_7,child_age_8,child_age_9,child_sex_1,child_sex_2,child_sex_3,child_sex_4,child_sex_5,child_sex_6,child_sex_7,child_sex_8,child_sex_9,age_group
362566000,1,2,42,18,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
362567000,1,1,34,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
362570000,3,2,48,20,19,18,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,45-49
362572000,1,2,59,24,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362574000,2,1,39,3,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
362579000,1,1,67,47,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362581000,1,2,23,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,<25
362587000,2,2,37,6,3,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
362588000,2,1,32,15,9,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,30-34
362591000,2,1,41,15,14,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
362594000,2,2,42,11,7,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,40-44
362595000,1,2,34,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
362596000,1,1,43,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
362598000,3,2,40,20,15,14,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,40-44
362599000,1,2,54,26,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362601000,1,1,58,27,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362615000,2,2,39,3,0,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
362618000,1,1,51,14,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362621000,2,2,43,25,10,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
362622000,1,1,64,35,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362626000,2,1,48,20,18,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
362629000,2,2,51,19,16,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
362630000,2,1,49,20,19,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
362631000,3,2,47,29,23,20,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,45-49
362637000,3,2,39,21,19,13,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,35-39
362641000,3,2,38,6,4,2,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,35-39
362642000,1,2,72,46,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362643000,2,1,45,12,10,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
362645000,1,2,41,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
362648000,3,1,44,22,20,12,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,40-44
362650000,1,1,51,28,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362653000,1,1,84,50,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362656000,2,2,45,18,16,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,45-49
362659000,2,2,44,18,15,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
362662000,2,2,34,5,16,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,30-34
362663000,1,2,41,18,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
362669000,2,2,46,22,9,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
362670000,1,2,47,25,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
362671000,1,2,58,31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362673000,1,2,53,30,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362674000,2,1,39,7,7,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,35-39
362676000,2,1,45,11,9,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
362680000,2,1,44,16,13,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
362681000,3,2,38,16,11,10,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,35-39
362682000,3,2,38,8,6,6,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,35-39
362684000,3,1,34,6,3,1,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,30-34
362690000,1,2,29,3,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25-29
362692000,1,2,61,33,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362693000,1,1,55,24,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362694000,2,1,61,27,22,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
362695000,1,1,42,19,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
362696000,1,1,85,56,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362698000,1,2,38,21,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
362700000,2,2,39,12,8,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
362701000,1,2,50,22,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362704000,2,1,41,12,10,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
362710000,1,1,60,32,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362714000,2,1,49,16,12,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,45-49
362716000,1,2,39,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35-39
362718000,2,2,47,17,15,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
362720000,2,1,47,16,16,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
362722000,3,2,40,13,11,8,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,40-44
362725000,3,1,40,16,19,23,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,40-44
362730000,2,2,64,35,39,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
362732000,2,1,47,17,16,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,45-49
362734000,2,1,73,45,43,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
362735000,2,1,61,22,16,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
362741000,2,1,43,13,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
362742000,1,2,40,9,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
362743000,2,2,44,12,13,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
362745000,2,1,20,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,<25
362746000,2,2,38,9,5,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35-39
362748000,4,1,26,6,3,3,1,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,25-29
362752000,2,1,43,17,10,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
362753000,2,2,56,24,22,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
362756000,1,1,44,11,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,40-44
362757000,4,2,36,9,6,3,0,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,35-39
362761000,1,2,44,23,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,40-44
362764000,2,2,41,12,10,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
362766000,1,2,53,29,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362767000,1,1,45,18,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
362768000,1,2,76,43,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362771000,2,1,49,13,11,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
362772000,1,1,80,48,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362775000,3,1,49,22,19,19,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,45-49
362779000,4,1,30,10,5,2,1,NA,NA,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,30-34
362780000,4,2,54,31,27,22,18,NA,NA,NA,NA,NA,1,2,2,1,NA,NA,NA,NA,NA,50+
362781000,1,2,45,17,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
362782000,2,2,41,21,16,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
362784000,4,2,33,16,14,13,5,NA,NA,NA,NA,NA,2,2,1,2,NA,NA,NA,NA,NA,30-34
362786000,1,2,58,29,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362789000,2,2,46,19,13,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,45-49
362790000,2,2,49,26,20,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
362791000,1,2,62,30,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362792000,3,1,52,25,24,22,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,50+
362796000,3,2,45,19,17,16,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,45-49
362797000,2,2,36,9,4,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
362799000,1,1,54,17,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362800000,2,2,60,34,35,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
362802000,1,1,33,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30-34
362805000,1,1,84,60,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362807000,2,1,35,11,7,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
362808000,1,1,64,43,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362809000,2,2,21,6,1,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,<25
362810000,2,2,51,12,10,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
362811000,2,2,42,8,4,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,40-44
362817000,1,2,35,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35-39
362826000,1,2,47,11,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
362828000,2,2,44,8,6,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,40-44
362830000,2,2,33,6,5,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,30-34
362832000,1,1,52,25,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362834000,1,2,55,31,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362835000,3,2,34,5,1,0,NA,NA,NA,NA,NA,NA,1,1,1,NA,NA,NA,NA,NA,NA,30-34
362836000,2,2,36,15,12,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
362837000,1,2,54,19,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362839000,2,1,42,4,3,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,40-44
362843000,1,1,30,8,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,30-34
362844000,1,2,28,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25-29
362845000,2,1,38,11,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,35-39
362846000,3,1,32,12,8,4,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,30-34
362849000,1,1,53,17,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362856000,1,2,36,4,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,35-39
362857000,2,1,43,3,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,40-44
362861000,2,2,64,28,30,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,50+
362866000,3,2,32,11,10,8,NA,NA,NA,NA,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,30-34
362868000,1,2,53,26,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362869000,1,1,60,29,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362870000,1,1,30,0,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,30-34
362872000,3,2,55,24,25,16,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,50+
362873000,1,2,63,27,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362874000,1,1,48,12,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
362875000,2,2,51,21,19,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
362881000,2,2,41,17,11,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
362883000,1,1,29,1,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,25-29
362885000,1,2,45,18,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,45-49
362886000,3,2,41,9,5,3,NA,NA,NA,NA,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,40-44
362891000,1,1,76,55,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362892000,1,1,60,25,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362893000,2,2,38,11,7,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
362894000,2,1,55,25,25,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,50+
362896000,1,2,38,2,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,35-39
362897000,4,2,34,10,9,5,0,NA,NA,NA,NA,NA,2,1,1,1,NA,NA,NA,NA,NA,30-34
362901000,2,1,48,16,12,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,45-49
362904000,2,2,31,3,0,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,30-34
362906000,3,1,40,14,11,4,NA,NA,NA,NA,NA,NA,2,2,1,NA,NA,NA,NA,NA,NA,40-44
362908000,2,2,32,4,1,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,30-34
362910000,1,2,51,28,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362913000,2,2,40,17,10,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,40-44
362914000,2,2,51,19,11,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,50+
362916000,1,2,47,18,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
362917000,2,2,39,15,14,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,35-39
362919000,4,2,42,16,10,9,7,NA,NA,NA,NA,NA,1,1,1,1,NA,NA,NA,NA,NA,40-44
362920000,2,2,43,11,8,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,40-44
362923000,2,2,43,21,18,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
362924000,1,1,49,15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
362925000,1,1,46,21,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,45-49
362930000,2,2,34,2,2,NA,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,NA,NA,NA,30-34
362937000,2,1,25,5,2,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,25-29
362941000,1,2,51,28,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362944000,2,1,45,16,14,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,45-49
362946000,1,1,58,15,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362951000,2,2,33,3,0,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,30-34
362954000,1,2,51,18,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,50+
362959000,3,2,35,6,3,2,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,35-39
362960000,2,1,41,5,3,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,40-44
362962000,2,2,29,2,3,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,25-29
362963000,2,2,46,24,19,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,45-49
362964000,2,1,37,15,15,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,35-39
362967000,3,1,41,12,10,7,NA,NA,NA,NA,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,40-44
362968000,2,2,47,19,16,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,45-49
362969000,2,2,44,6,4,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,40-44
362975000,3,2,43,10,7,5,NA,NA,NA,NA,NA,NA,1,2,1,NA,NA,NA,NA,NA,NA,40-44
362980000,4,1,37,17,15,14,8,NA,NA,NA,NA,NA,2,2,1,1,NA,NA,NA,NA,NA,35-39
362982000,1,2,57,35,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,50+
362984000,3,1,40,14,11,7,NA,NA,NA,NA,NA,NA,2,1,1,NA,NA,NA,NA,NA,NA,40-44
362987000,2,2,26,5,1,NA,NA,NA,NA,NA,NA,NA,2,1,NA,NA,NA,NA,NA,NA,NA,25-29
362989000,5,1,33,18,15,13,10,8,NA,NA,NA,NA,1,1,2,1,2,NA,NA,NA,NA,30-34
